group,sender,link,text,date
Offer_point_Deals,-1001445021802,https://amzn.to/3ZXLkoK,12 Meter Warm White LED String Light @79.  https://amzn.to/3ZXLkoK,2023-10-15 00:07:33+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3RYWyHq,Dollar Pack of 3 Lehar Mens White Vest @ 218  https://amzn.to/3RYWyHq,2023-10-15 00:06:20+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3ZZQ3Gn,Acer Business Laptop AMD Ryzen 5 (16GB DDR4/ 512GB SSD) @34990  3000₹ Off With SBI Card.  https://amzn.to/3ZZQ3Gn,2023-10-15 00:05:21+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3M3sSVX,BEST Deal : Voltas 1.4 Ton 3 Star Inverter Split AC (2023) @25990 (Effectively)  FLAT ₹3000 Off with SBI Credit Card - No Cost EMI  https://amzn.to/3M3sSVX,2023-10-15 00:00:38+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/HGuGOr,Apple AirPods (2nd gen) @ 6848 with ICICI EMI  https://fkrt.co/HGuGOr  https://fkrt.co/UDP0aE  Zero Charges If EMI Closed within 15 Days,2023-10-14 23:58:11+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/48QO2Aq,pTron Fusion Party v2 40W Karaoke Bluetooth @1409    https://amzn.to/48QO2Aq,2023-10-14 23:57:05+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3S0KmGq,Larah by Borosil Fluted Red Iris Dinner Set 21 Pieces @1236  https://amzn.to/3S0KmGq,2023-10-14 23:55:46+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/bk36DO,"Huawei AX3 WS7100 3000 Mbps Wi-Fi 6 Router (Dual Band) @1499  Regular Price: Rs.4,000+  Link: https://fkrt.co/bk36DO",2023-10-14 23:46:07+05:30
Offer_point_Deals,-1001445021802,,Back In Stock,2023-10-14 23:25:34+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3PMu9l9,Samsung 183L Digital Inverter Single Door Refrigerator @11990 (Effectively)  https://amzn.to/3PMu9l9  Apply 750 off Coupon + 1250 Discount With SBI Credit card EMI Transactions,2023-10-14 22:24:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3MoSKMn,Apply ₹100 coupon : Zoff Premium California Almonds 500gm @369.  https://amzn.to/3MoSKMn  Premium Quality Almonds,2023-10-14 22:09:08+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3PQjvtQ,83% Off : Kamiliant By American Tourister Hard Luggage (Large) @2099.  https://amzn.to/3PQjvtQ,2023-10-14 21:40:45+05:30
Offer_point_Deals,-1001445021802,https://t.me/Offers_And_Tricks/1490),Magicpin Loot : [Click Here](https://t.me/Offers_And_Tricks/1490),2023-10-14 21:37:49+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/eoTWq1,Haier 6.5KG Top Load Washing Machine @ 12290 | 9607 With Card Discount  https://fkrt.co/eoTWq1  ₹2068 Off Using ICICI/Kotak/Axis Credit Card + Extra ₹750 Off,2023-10-14 21:07:09+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/dcCe7L,Get 100% SuperCoinBack On Umbrella  296 :  https://fkrt.co/dcCe7L 319 :  https://fkrt.co/gCM6NW 296 :  https://fkrt.co/Bf7jRj,2023-10-14 20:58:23+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/rTBOX4,Pigeon Mop Bucket @ 599  https://fkrt.co/rTBOX4,2023-10-14 20:53:30+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3ttHsj7,Polycab BLDC 1200 MM High Speed Ceiling Fan with remote @1999  https://amzn.to/3ttHsj7 https://amzn.to/3QeVoXc,2023-10-14 20:46:03+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3tAiqyT,PTron Tangent Duo Neckband @399.  https://amzn.to/3tAiqyT,2023-10-14 20:45:41+05:30
Offer_point_Deals,-1001445021802,,,2023-10-14 20:39:14+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/t7Jz81,Sofa Set Starts @6999 + Bank Offer.   https://fkrt.co/t7Jz81  Selected Pincodes,2023-10-14 20:37:07+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3rH6zP6,Over❌🚨: Loot Apply Coupon  https://amzn.to/3rH6zP6,2023-10-14 20:23:33+05:30
Offer_point_Deals,-1001445021802,,India Won 👌  Firecrakers All Around 🎉🎊 Its Early Diwali 🧨  Vande Mataram 🇮🇳,2023-10-14 20:12:59+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/45vOqkP,GRAB : Hindware 25L Geyser @4499  https://amzn.to/45vOqkP,2023-10-14 20:00:15+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3FBaUqp,"🔥Fast : Apply 500 Off Coupon @ 2299.  https://amzn.to/3FBaUqp  Philips Mixer Grinder, 500W, 3 Jars with 5 Year Warranty",2023-10-14 19:42:05+05:30
Offer_point_Deals,-1001445021802,,Valid Till Midnight only | GRAB If Needed,2023-10-14 19:35:34+05:30
Offer_point_Deals,-1001445021802,https://bit.ly/3tBBYDa,🔥Earn Free ₹300 For Free & Just Complete Easy Surveys Upto ₹1000-₹2000 Per Month.  📌 Link - https://bit.ly/3tBBYDa  ♟ Click Link & Complete Registration ♟ Check Email For Verification Mail  TRICK :- TO GET MORE SURVEYS GIVE AGE 45+ and select gender female and give female details 😁  ♟ Complete Every Survey You Get on Mail | All EASY SURVEY - Sabhi Survey Complete hota hai Isme  ▪️You Will Receive 500-700 Point Per Survey [ Survey Is Very Very Easy ]  👉 Redeem in paytm/amazon/flipkart gift card  Bas 5-10 Easy Survey = ₹300 🚀,2023-10-14 19:12:59+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/E7tSNX,Samsung Washing Machine @10825  https://fkrt.co/E7tSNX  Combine With Supercoins+ Bank Offer + Extra Off Via No Cost Emi,2023-10-14 19:00:52+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/w2QIst,"GRAB : Apple Watch Series 8 45mm @ 31149 (Effectively)  https://fkrt.co/w2QIst  1850 Instant Discount Using ICICI/Kotak/Axis Credit Cards  ★ Grab If Needed, Price Will Increase After 7PM",2023-10-14 18:07:25+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/45oNvTi,Back : Sparx Men's Sneakers @398  All sizes : https://amzn.to/45oNvTi,2023-10-14 17:10:22+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3Qgjkcx,Samsung (43 inches) 4K Ultra HD Smart LED TV @ 23740 Using SBI Cards  https://amzn.to/3Qgjkcx,2023-10-14 16:48:35+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46PwXVO,Over : @199  https://amzn.to/46PwXVO https://amzn.to/46urvb4 https://amzn.to/46JAwwy,2023-10-14 16:21:14+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46Pvyyw,LG  7 Kg 5 Star Inverter Fully Automatic Top Loading Washing Machine @14990 (Effectively)  Apply Rs.750 off Coupon + Rs.1250 Off with SBI Credit Card  https://amzn.to/46Pvyyw  LG 7 Kg 5 Star Inverter Touch Panel Fully Automatic Front Load Washing Machine @25240 (Effectively)  Apply Rs.1000 off Coupon + Rs.1750 Off with SBI Credit Card  https://amzn.to/48VWoaa,2023-10-14 15:38:21+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3rWOvjN,Lowest : Mi Beard Trimmer 2C @899  https://amzn.to/3rWOvjN,2023-10-14 15:33:42+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/Ge9qa3,Fast : Longway 2000w Induction Cooktop @1098  https://fkrt.co/Ge9qa3,2023-10-14 15:07:45+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3tzKq5O,Upto 55% Off On Amazon Alexa Products + Coupon    Echo Dot : https://amzn.to/3tzKq5O   Fire TV Stick : https://amzn.to/3M2FBbn  Master Link :  https://amzn.to/3PZ2EVX,2023-10-14 15:06:54+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/yMcgbv,Loot : Beatxp Calling Smartwatch @599   Claim ₹200 Off : https://fkrt.co/yMcgbv  Then Buy : https://fkrt.co/scdgIH  Open Link In Flipkart App,2023-10-14 14:59:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3QqSYFb,Lifelong Stainless Steel 2 Burner Gas Stove @ 898  https://amzn.to/3QqSYFb,2023-10-14 14:37:29+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/OVf1ky,⏰ Hourly Deal : 2PM-3PM   Campus Shoes From ₹399  https://fkrt.co/OVf1ky,2023-10-14 14:33:48+05:30
Offer_point_Deals,-1001445021802,https://myntr.in/mdIZiu,Myntra | Men Jeans Starts @299  https://myntr.in/mdIZiu,2023-10-14 14:30:52+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3PXwhGP,Genteel Liquid Detergent 2 Kg @199  https://amzn.to/3PXwhGP,2023-10-14 14:26:55+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/21py5B,"Strauss Cricket Kit Bat, Ball, Helmet & More Upto 50% Off  https://fkrt.co/21py5B",2023-10-14 14:25:32+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/48Uq3R2,L'Oreal Paris Shampoo 1L @384  https://amzn.to/48Uq3R2,2023-10-14 14:18:56+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/45uOm58,500W Mixer Grinder (3 Jars) @1619 (Effectively)  1) Collect 10% Cashback : https://amzn.to/45uOm58  2) Then Buy from here ↓↓↓↓  Bajaj : https://amzn.to/48TNGJb | https://amzn.to/3ZV5hfL  Pigeon : https://amzn.to/3M0FsFE  Prestige : https://amzn.to/3ZTDKeS  Maharaja Whiteline @1529: https://amzn.to/48VTUsm  Pay Online to Get 10% Amazon Pay Wallet Cashback,2023-10-14 14:00:51+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46vN6je,"Lifelong Home Safe Locker with Key, 8.6L @1799  https://amzn.to/46vN6je",2023-10-14 13:59:21+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/48PN6MK,50% off : Park Avenue Beer shampoo 180ml @85  https://amzn.to/48PN6MK,2023-10-14 13:56:20+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46w6fl8,Fast : Polycab House Wire @ 597.  https://amzn.to/46w6fl8,2023-10-14 13:52:03+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/tXImfy,Flying Machine Mens Jeans 80% off  https://fkrt.co/tXImfy,2023-10-14 13:45:05+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/nmgtln,Intex 20000 Mah - Powerbank @799  https://fkrt.co/nmgtln,2023-10-14 13:19:13+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3FfL6zB,Philips 750 Watt Mixer Grinder @2998.  https://amzn.to/3FfL6zB,2023-10-14 13:13:49+05:30
Offer_point_Deals,-1001445021802,https://bit.ly/3PYMyvg,₹1 Match Live Join Fast For New User   🏏 Link :-https://bit.ly/3PYMyvg 🏏 Link:-https://bit.ly/3PYMyvg  ▪️Toss 1:30 PM – IND VS PAK  📌Aaj Earning Hogi 🤑Dont_Miss this Huge Loot Aaj Fir Ek Bar Paisa Kamane Ka Mauka Hai 🤑  ₹1 League Only 59 Minutes Ke Liye Hai jaldi Karo,2023-10-14 13:02:02+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/45zZgGy,Haier 190L 4 Star Refrigerator (2023 Model) @12240 (Effectively)  https://amzn.to/45zZgGy   Apply ₹1000 Off Coupon + Pay Using SBI Card 1250 Off,2023-10-14 13:01:28+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46vJNIQ,Upto 85% Off Indian Garage Co. Men’s Clothing.  https://amzn.to/46vJNIQ,2023-10-14 12:45:20+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46uk8jU,American Tourister 55 + 65 cms Check-in Trolley Luggage @2699.    https://amzn.to/46uk8jU  Apply Rs.100 Coupon,2023-10-14 12:33:56+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/PaZPDP,Morphy Richards 1600W Steam Iron @999  https://fkrt.co/PaZPDP,2023-10-14 12:28:57+05:30
Offer_point_Deals,-1001445021802,https://t.me/Offers_And_Tricks/1486,Paytm : Get Rs.15₹ - 200₹ Cashback On DTH Recharge Of Min. 99₹  https://t.me/Offers_And_Tricks/1486,2023-10-14 12:21:04+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/48TGRYb,"Lowest : VW (40 Inches) Frameless Full HD Android LED TV @11,749 (Effectively).   https://amzn.to/48TGRYb  Flat ₹1250 Off With SBI Credit Card.",2023-10-14 11:45:38+05:30
Offer_point_Deals,-1001445021802,https://bit.ly/3PYMyvg,🎁Big Match Big Dhamaka offer🎉😍  1 Rs. se jeeto 👉 1 Crore Rupee😍 + Royal Enfield bike + iPhone❤️  My11Circle Offer (IND VS PAK)  1Rs Contest Join Kro Abhi ..  Free ₹1500 Deposit Bonus  Link : https://bit.ly/3PYMyvg  👉Download App & Create New Account In My11Circle App.  👉Uske Baad Mega Contest Khelo & Jeeto Upto Rs. 1Crore + Royal Enfield bike + iPhone   👉Limited Time Offer Hai Jaldi Jao Deposit karo aur Mega contest join karo  👉Offer Valid Only For new user & No Minimum Deposit amount   App Link : https://bit.ly/3PYMyvg,2023-10-14 11:41:27+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3Qew9UW,Levi's Men's Brief (Pack of 2) @346  https://amzn.to/3Qew9UW,2023-10-14 11:31:31+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/uqfJjR,SAMSUNG T5 1 TB External Solid State Drive @5499     https://fkrt.co/uqfJjR,2023-10-14 11:29:36+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/YK7ph4,Loot : Apple AirPods (2nd gen) @6848 with ICICI EMI  https://fkrt.co/YK7ph4 https://fkrt.co/Mxqv00  (Zero Charges on Closure iF EMI closed within 15 days),2023-10-14 11:28:34+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3PUmH7Q,"Amazon Business Accounts Deal  10% Instant Discount up to ₹33,000 on SBI Card  Bonus Cashback Up to ₹7,500 on your busines purchases  Up to 28% Extra Savings with GST  https://amzn.to/3PUmH7Q  Apple Macbook M1 @ ₹59,313 (Excl. GST)  https://amzn.to/46QklNU  Apple iPad Air @ ₹42,371 (Excl. GST)  https://amzn.to/3PSx6kp  Apply Code : GIF2023 ( 7k Cashback on 1L+ Order Value )",2023-10-14 10:54:54+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/45uOm58,Home & Kitchen - ₹300 Back On ₹1500.  Collect Offer : https://amzn.to/45uOm58  Buy : https://amzn.to/48W1yTx,2023-10-14 10:49:36+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3M21Le1,Redmi (32 inches) F Series Smart LED TV @8999 With SBI Cards  https://amzn.to/3M21Le1,2023-10-14 10:35:40+05:30
Offer_point_Deals,-1001445021802,https://bit.ly/48TDbWh,Anchor By Panasonic 150mm Exhaust Fan @599.  https://bit.ly/48TDbWh,2023-10-14 09:51:55+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/0klyp0,Extra ₹200 Off On SmartWatches Using 60 Supercoins Effectively ₹599.  Claim Here - https://fkrt.co/0klyp0  Buy Here - https://fkrt.co/jGwOtj,2023-10-14 09:49:13+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46LoLpt,Pears Pure & Gentle Soap Bar (Combo Pack of 8) @340.  https://amzn.to/46LoLpt,2023-10-14 09:45:21+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46QNIQg,Curtain (Pack of 2) @199  https://amzn.to/46QNIQg,2023-10-14 09:44:46+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3S4oBWh,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV @17990  https://amzn.to/3S4oBWh  Apply Rs.1000 Coupon + Pay Via SBI Credit card,2023-10-14 09:22:21+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3ZXwgYn,Voltas 1.4 Ton 3 Star Inverter Split AC (2023 Model) @25990 with SBI Credit Cards   https://amzn.to/3ZXwgYn  Flat 3000 off with SBI Credit Card,2023-10-14 09:16:59+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46PdeW7,"[SmartChoice] HP Laptop 15s, 11th Gen Intel Core i5 , 15.6-inch FHD 8GB 512GB SSD @43990 (Effectively)  Apply 1000 Off Coupon+ 3000 off with SBI Credit Card   https://amzn.to/46PdeW7",2023-10-15 15:14:54+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3RS2134,Clothes dying Stand @ 999  https://amzn.to/3RS2134,2023-10-15 15:06:05+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3Qh1chR,Lakme iconic Kajal Pack of 2 @152.  https://amzn.to/3Qh1chR,2023-10-15 14:55:19+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3M2ICIC,"Branded Men's Clothing - 60-80% Off   👉🏿 Levis, Puma, Arrow, Peter, Raymond & More!  T-Shirts: https://amzn.to/3M2ICIC  Shirts: https://amzn.to/3M3xZW5  Jeans: https://amzn.to/3ZTjZ77",2023-10-15 14:11:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3PZOBzm,"LG  6.5 Kg 5 Star Inverter Direct Drive Fully Automatic - Front Load Washing Machine @21740 (Effectively)  Apply Rs.2000 Off Coupon + Rs.1,250 Off with SBI Credit Card  https://amzn.to/3PZOBzm",2023-10-15 13:47:57+05:30
Offer_point_Deals,-1001445021802,https://t.ly/Flipkartxurbangabru,50% OFF on UrbanGabru Grooming Products 🔥   Price Drop on Flipkart for next 3 Hours.✅  https://t.ly/Flipkartxurbangabru,2023-10-15 13:42:25+05:30
Offer_point_Deals,-1001445021802,https://myntr.in/Y1BDko,Myntra : Flat 80% Off On Being Human Men Tshirts  https://myntr.in/Y1BDko,2023-10-15 13:16:38+05:30
Offer_point_Deals,-1001445021802,https://myntr.in/luUlgv,Loot : LEVIS 80% OFF  https://myntr.in/luUlgv,2023-10-15 13:15:30+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3ZSYK5r,"Skin Elements Intimate Wash for Men 120ml @279  https://amzn.to/3ZSYK5r  Prevents Itching, Irritation & Bad Odor",2023-10-15 13:10:01+05:30
Offer_point_Deals,-1001445021802,https://fkrt.co/6jW3vn,"BEST : Lenovo i3 12th Gen Laptop (8 GB/256 GB SSD/Windows 11 Home) @28,289 (Effectively)  https://fkrt.co/6jW3vn  Flat Rs.5750 Off via ICICI/Kotak & Axis Credit Cards",2023-10-15 12:25:33+05:30
Offer_point_Deals,-1001445021802,,Wishing You All Happy Navratri 🙏🙏  From Offers Point ❤️  May Mother Durga Empower You And Guide You Towards Success.,2023-10-15 12:06:41+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/48T5mEU,Samsung 183 L Single Door Refrigerator @11990 (Effectively)  Apply 750 Off Coupon + 1250 Discount with SBI CC  https://amzn.to/48T5mEU,2023-10-15 11:40:40+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46MM6XQ,Lenovo Backpack @399  https://amzn.to/46MM6XQ,2023-10-15 11:28:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3QjgJ1u,"Kamiliant by American Tourister - 78 Cm - Large Luggage @2,099  https://amzn.to/3QjgJ1u",2023-10-15 11:03:23+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3RVEGNT,Apply Rs.2000 Off Coupon | realme narzo N55 (6GB+128GB) @10999.  https://amzn.to/3RVEGNT,2023-10-15 10:50:13+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3ZVRUvP,"Adidas, Reebok, Puma Shoes Starts @899.   https://amzn.to/3ZVRUvP  https://amzn.to/48RLBO4",2023-10-15 10:42:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46SKOuz,Grab : Ortho Slippers @139   https://amzn.to/46SKOuz,2023-10-15 09:11:05+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3FftPqz,"Horlicks Nutrition Drink for Kids, 1 kg Refill @329   https://amzn.to/3FftPqz",2023-10-15 08:20:47+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/46Qnf5C,beatXP Digital Weighing Scale @279  https://amzn.to/46Qnf5C,2023-10-15 07:34:01+05:30
Offer_point_Deals,-1001445021802,https://amzn.to/3rXhh3N,Godrej Protekt Handwash Refill 1.5L @129  https://amzn.to/3rXhh3N,2023-10-15 07:13:01+05:30
kooltech007,-1001348625748,https://dl.flipkart.com/s/qoWdzHNNNN,FURNITURE TIC-TOCK DEALS FROM Rs299  https://dl.flipkart.com/s/qoWdzHNNNN  @3125 : https://dl.flipkart.com/s/qoRkVINNNN  @1888 : https://dl.flipkart.com/s/D6NdiyuuuN  @2999 : https://dl.flipkart.com/s/D6LRdyuuuN,2023-10-15 15:25:42+05:30
kooltech007,-1001348625748,https://dl.flipkart.com/s/D6z0vxuuuN,999 https://dl.flipkart.com/s/D6z0vxuuuN  1599 https://dl.flipkart.com/s/D6mb5ZuuuN  2999 https://dl.flipkart.com/s/D6XDVxuuuN,2023-10-15 15:23:59+05:30
kooltech007,-1001348625748,https://amzn.clnk.in/hVRE,"Cello Dinner Set, 18Pcs @899  https://amzn.clnk.in/hVRE",2023-10-15 15:07:09+05:30
